hiLocus	iLocus	Species	Protein
HILC-3225	Amh3ILC-06929	Amh3	XP_001120478.2
HILC-3226	Am32ILC-02695	Am32	GB43332-PA
HILC-3226	AmelILC-10011	Amel	XP_006557324.1
HILC-3226	Amh3ILC-09953	Amh3	XP_006557324.1
HILC-3227	Am32ILC-09055	Am32	GB40305-PA
HILC-3227	AmelILC-15213	Amel	XP_397330.3
HILC-3227	Amh3ILC-15141	Amh3	XP_016772586.1
HILC-3228	Am32ILC-14186	Am32	GB48883-PA
HILC-3228	AmelILC-05141	Amel	XP_397368.4
HILC-3228	Amh3ILC-05184	Amh3	XP_026296446.1
HILC-3229	Am32ILC-08172	Am32	GB49506-PA
HILC-3229	AmelILC-14629	Amel	XP_001120581.2
HILC-3229	Amh3ILC-14570	Amh3	XP_001120581.3
HILC-3230	Am32ILC-13600	Am32	GB44638-PA
HILC-3230	AmelILC-05714	Amel	XP_016767619.1
HILC-3230	Amh3ILC-05688	Amh3	XP_006567856.1
HILC-3231	Am32ILC-05705	Am32	GB49375-PA
HILC-3231	AmelILC-12702	Amel	XP_006565258.1
HILC-3231	Amh3ILC-12535	Amh3	XP_001120618.1
HILC-3232	Am32ILC-05186	Am32	GB55186-PA
HILC-3232	AmelILC-11144	Amel	XP_393777.2
HILC-3232	Amh3ILC-10972	Amh3	XP_393777.2
HILC-3233	Am32ILC-07452	Am32	GB52813-PA
HILC-3233	AmelILC-14154	Amel	XP_623705.2
HILC-3233	Amh3ILC-13956	Amh3	XP_623705.3
HILC-3234	Am32ILC-00230	Am32	GB40838-PA
HILC-3234	AmelILC-00572	Amel	XP_396791.3
HILC-3234	Amh3ILC-00458	Amh3	XP_396791.3
HILC-3235	Am32ILC-03573	Am32	GB50927-PA
HILC-3235	AmelILC-10658	Amel	XP_016769876.1
HILC-3235	Amh3ILC-10581	Amh3	XP_006566184.1
HILC-3236	Am32ILC-13538	Am32	GB44499-PA
HILC-3236	AmelILC-05667	Amel	XP_016767965.1
HILC-3236	Amh3ILC-05731	Amh3	XP_006567793.3
HILC-3237	Am32ILC-17177	Am32	GB51667-PA
HILC-3237	AmelILC-09177	Amel	XP_006569838.1
HILC-3237	Amh3ILC-08978	Amh3	XP_006569838.2
HILC-3238	Am32ILC-03984	Am32	GB46615-PA
HILC-3238	AmelILC-11016	Amel	XP_624226.2
HILC-3238	Amh3ILC-10865	Amh3	XP_624226.2
HILC-3239	Am32ILC-05761	Am32	GB49397-PA
HILC-3239	AmelILC-12661	Amel	XP_006565286.1
HILC-3239	Amh3ILC-12578	Amh3	XP_393853.1
HILC-3240	Am32ILC-01800	Am32	GB45500-PA
HILC-3240	AmelILC-01605	Amel	XP_016768601.1
HILC-3240	Amh3ILC-01483	Amh3	XP_026301947.1
HILC-3241	Am32ILC-08636	Am32	GB50221-PA
HILC-3241	AmelILC-15026	Amel	XP_625010.3
HILC-3241	Amh3ILC-14934	Amh3	XP_625010.3
HILC-3242	Am32ILC-02607	Am32	GB54841-PA
HILC-3242	AmelILC-00389	Amel	XP_016769315.1
HILC-3242	Amh3ILC-00352	Amh3	XP_006562587.1
HILC-3243	Am32ILC-17362	Am32	GB41140-PA
HILC-3243	AmelILC-08202	Amel	XP_006558934.1
HILC-3243	Amh3ILC-08082	Amh3	XP_026297922.1
HILC-3244	Am32ILC-02297	Am32	GB53932-PA
HILC-3244	AmelILC-02031	Amel	XP_006571705.1
HILC-3244	Amh3ILC-01850	Amh3	XP_624449.2
HILC-3245	Am32ILC-03430	Am32	GB50984-PA
HILC-3245	AmelILC-10777	Amel	XP_006566092.1
HILC-3245	Amh3ILC-10460	Amh3	XP_003250785.1
HILC-3246	Am32ILC-05398	Am32	GB53617-PA
HILC-3246	AmelILC-12414	Amel	XP_396894.4
HILC-3246	Amh3ILC-12308	Amh3	XP_396894.4
HILC-3247	Am32ILC-01843	Am32	GB48942-PA
HILC-3247	AmelILC-01644	Amel	XP_006571360.1
HILC-3247	Amh3ILC-01521	Amh3	XP_016772780.1
HILC-3248	Am32ILC-12806	Am32	GB49543-PA
HILC-3248	AmelILC-04404	Amel	XP_006560649.1
HILC-3248	Amh3ILC-04345	Amh3	XP_006560649.2
HILC-3249	Am32ILC-09937	Am32	GB46586-PA
HILC-3249	AmelILC-02518	Amel	XP_392237.2
HILC-3249	Amh3ILC-02419	Amh3	XP_392237.2
HILC-3250	Am32ILC-05923	Am32	GB52074-PA
HILC-3250	AmelILC-12835	Amel	XP_006566986.1
HILC-3250	Amh3ILC-12695	Amh3	XP_006566986.1
HILC-3251	Am32ILC-17366	Am32	GB41138-PA
HILC-3251	AmelILC-08206	Amel	XP_016769074.1
HILC-3251	Amh3ILC-08077	Amh3	XP_006558941.1
HILC-3252	Am32ILC-03795	Am32	GB48812-PA
HILC-3252	AmelILC-10867	Amel	XP_006569244.1
HILC-3252	Amh3ILC-10713	Amh3	XP_006569244.2
HILC-3253	Am32ILC-05924	Am32	GB52075-PA
HILC-3253	AmelILC-12836	Amel	XP_395582.2
HILC-3253	Amh3ILC-12694	Amh3	XP_006566987.1
HILC-3254	Am32ILC-13560	Am32	GB44490-PA
HILC-3254	AmelILC-05686	Amel	XP_392379.2
HILC-3254	Amh3ILC-05711	Amh3	XP_392379.2
HILC-3255	Am32ILC-04913	Am32	GB43150-PA
HILC-3255	AmelILC-12210	Amel	XP_396781.2
HILC-3255	Amh3ILC-11984	Amh3	XP_396781.2
HILC-3256	Am32ILC-13922	Am32	GB41373-PA
HILC-3256	AmelILC-05937	Amel	XP_624703.1
HILC-3256	Amh3ILC-05912	Amh3	XP_624703.1
HILC-3257	Am32ILC-13004	Am32	GB50454-PA
HILC-3257	AmelILC-04559	Amel	XP_016767241.1
HILC-3257	Amh3ILC-04608	Amh3	XP_026295811.1
HILC-3258	Am32ILC-14415	Am32	GB46687-PA
HILC-3258	AmelILC-05332	Amel	XP_006562231.1
HILC-3258	Amh3ILC-05305	Amh3	XP_026296559.1
HILC-3259	Am32ILC-00506	Am32	GB41043-PA
HILC-3259	AmelILC-00768	Amel	XP_003251181.1
HILC-3259	Amh3ILC-00732	Amh3	XP_006568163.2
HILC-3260	Am32ILC-03835	Am32	GB47346-PA
HILC-3260	AmelILC-10953	Amel	XP_006569721.1
HILC-3260	Amh3ILC-10804	Amh3	XP_006569721.1
HILC-3261	Am32ILC-05094	Am32	GB43955-PA
HILC-3261	AmelILC-11059	Amel	XP_001121539.2
HILC-3261	Amh3ILC-10938	Amh3	XP_001121539.3
HILC-3262	Am32ILC-25436	Am32	GB49628-PA
HILC-3262	AmelILC-16274	Amel	XP_395851.2
HILC-3262	Amh3ILC-07462	Amh3	XP_395851.2
HILC-3263	Am32ILC-03454	Am32	GB51074-PA
HILC-3263	AmelILC-10759	Amel	XP_006566101.1
HILC-3263	Amh3ILC-10481	Amh3	XP_006566102.1
HILC-3264	Am32ILC-00187	Am32	GB40748-PA
HILC-3264	AmelILC-00534	Amel	XP_394846.2
HILC-3264	Amh3ILC-00493	Amh3	XP_394846.2
HILC-3265	Am32ILC-08852	Am32	GB47079-PA
HILC-3265	AmelILC-14332	Amel	XP_006557646.1
HILC-3265	Amh3ILC-14283	Amh3	XP_006557646.1
HILC-3266	Am32ILC-06333	Am32	GB49897-PA
HILC-3266	AmelILC-13460	Amel	XP_016771438.1
HILC-3266	Amh3ILC-13380	Amh3	XP_016771438.1
HILC-3267	Am32ILC-15461	Am32	GB42367-PA
HILC-3267	AmelILC-06991	Amel	XP_006570730.1
HILC-3267	Amh3ILC-06911	Amh3	XP_006570730.1
HILC-3268	Am32ILC-03708	Am32	GB50874-PA
HILC-3268	AmelILC-10526	Amel	XP_006566281.1
HILC-3268	Amh3ILC-10700	Amh3	XP_016769943.1
HILC-3269	Am32ILC-17363	Am32	GB41169-PA
HILC-3269	AmelILC-08203	Amel	XP_006558939.1
HILC-3269	Amh3ILC-08081	Amh3	XP_006558939.1
HILC-3270	Am32ILC-17627	Am32	GB40537-PA
HILC-3270	AmelILC-08412	Amel	XP_623941.1
HILC-3270	Amh3ILC-08268	Amh3	XP_623941.1
HILC-3271	Am32ILC-09412	Am32	GB47599-PA
HILC-3271	AmelILC-15548	Amel	XP_395283.4
HILC-3271	Amh3ILC-15519	Amh3	XP_006561380.1
HILC-3272	Am32ILC-04162	Am32	GB43500-PA
HILC-3272	AmelILC-11418	Amel	XP_016770560.1
HILC-3272	Amh3ILC-11334	Amh3	XP_016770560.2
HILC-3273	Am32ILC-17192	Am32	GB51662-PA
HILC-3273	AmelILC-09192	Amel	XP_016769290.1
HILC-3273	Amh3ILC-08993	Amh3	XP_026298147.1
HILC-3274	Am32ILC-05835	Am32	GB52043-PA
HILC-3274	AmelILC-12775	Amel	XP_016771109.1
HILC-3274	Amh3ILC-12747	Amh3	XP_016771109.1
HILC-3275	Am32ILC-11206	Am32	GB41232-PA
HILC-3275	AmelILC-04064	Amel	XP_624334.2
HILC-3275	Amh3ILC-04024	Amh3	XP_624334.2
HILC-3276	Am32ILC-07372	Am32	GB52774-PA
HILC-3276	AmelILC-14086	Amel	XP_624861.2
HILC-3276	Amh3ILC-14018	Amh3	XP_624861.2
HILC-3277	Am32ILC-09345	Am32	GB51272-PA
HILC-3277	AmelILC-15484	Amel	XP_016772403.1
HILC-3277	Amh3ILC-15324	Amh3	XP_026301627.1
HILC-3278	Am32ILC-12111	Am32	GB42983-PA
HILC-3278	AmelILC-04665	Amel	XP_016767486.1
HILC-3278	Amh3ILC-04642	Amh3	XP_016767492.1
HILC-3279	Am32ILC-15239	Am32	GB52956-PA
HILC-3279	AmelILC-06772	Amel	XP_003251208.1
HILC-3279	Amh3ILC-06615	Amh3	XP_003251208.1
HILC-3280	Am32ILC-15673	Am32	GB45458-PA
HILC-3280	AmelILC-07189	Amel	XP_006570996.1
HILC-3280	Amh3ILC-06965	Amh3	XP_006570997.1
HILC-3281	Am32ILC-10748	Am32	GB48709-PA
HILC-3281	AmelILC-02165	Amel	NP_001229486.1
HILC-3281	Amh3ILC-02130	Amh3	NP_001229486.1
HILC-3282	Am32ILC-06035	Am32	GB55730-PA
HILC-3282	AmelILC-12241	Amel	XP_016770944.1
HILC-3282	Amh3ILC-12116	Amh3	XP_016770950.1
HILC-3283	Am32ILC-15726	Am32	GB45313-PA
HILC-3283	AmelILC-07237	Amel	XP_006571018.1
HILC-3283	Amh3ILC-06922	Amh3	XP_006571020.1
HILC-3284	Am32ILC-01711	Am32	GB42213-PA
HILC-3284	AmelILC-01558	Amel	XP_016773463.1
HILC-3284	Amh3ILC-01447	Amh3	XP_016773463.2
HILC-3285	Am32ILC-01957	Am32	GB51622-PA
HILC-3285	AmelILC-01744	Amel	XP_003251730.2
HILC-3285	Amh3ILC-01593	Amh3	XP_006571438.1
HILC-3286	Am32ILC-04516	Am32	GB45153-PA
HILC-3286	AmelILC-11708	Amel	XP_391916.2
HILC-3286	Amh3ILC-11599	Amh3	XP_391916.3
HILC-3287	Am32ILC-07310	Am32	GB52752-PA
HILC-3287	AmelILC-14033	Amel	XP_016771491.1
HILC-3287	Amh3ILC-14065	Amh3	XP_026300965.1
HILC-3288	Am32ILC-18043	Am32	GB41794-PA
HILC-3288	AmelILC-08802	Amel	XP_006564652.1
HILC-3288	Amh3ILC-08641	Amh3	XP_006564652.1
HILC-3289	Am32ILC-03128	Am32	GB48446-PA
HILC-3289	AmelILC-10388	Amel	XP_393365.3
HILC-3289	Amh3ILC-10199	Amh3	XP_393365.3
HILC-3290	Am32ILC-00744	Am32	GB45855-PA
HILC-3290	AmelILC-00857	Amel	XP_623676.2
HILC-3290	Amh3ILC-00768	Amh3	XP_623676.2
HILC-3291	Am32ILC-14840	Am32	GB46087-PA
HILC-3291	AmelILC-06419	Amel	XP_001120224.2
HILC-3291	Amh3ILC-06397	Amh3	XP_001120224.2
HILC-3292	Am32ILC-19018	Am32	GB41398-PA
HILC-3292	AmelILC-09311	Amel	XP_625242.2
HILC-3292	Amh3ILC-09235	Amh3	XP_006558420.1
HILC-3293	Am32ILC-14441	Am32	GB46790-PA
HILC-3293	AmelILC-05350	Amel	XP_006562241.1
HILC-3293	Amh3ILC-05289	Amh3	XP_006562241.1
HILC-3294	Am32ILC-15935	Am32	GB49230-PA
HILC-3294	AmelILC-07584	Amel	XP_394700.4
HILC-3294	Amh3ILC-07408	Amh3	XP_394700.4
HILC-3295	Am32ILC-14308	Am32	GB40935-PA
HILC-3295	AmelILC-05224	Amel	XP_396142.4
HILC-3295	Amh3ILC-05264	Amh3	XP_396142.4
HILC-3296	Am32ILC-18372	Am32	GB42685-PA
HILC-3296	AmelILC-09557	Amel	NP_001157186.1
HILC-3296	Amh3ILC-09459	Amh3	NP_001157186.1
HILC-3297	Am32ILC-11285	Am32	GB41202-PA
HILC-3297	AmelILC-03989	Amel	XP_006569318.1
HILC-3297	Amh3ILC-03955	Amh3	XP_006569318.2
HILC-3298	Am32ILC-20038	Am32	GB50621-PA
HILC-3298	AmelILC-16795	Amel	XP_624828.2
HILC-3298	Amh3ILC-01107	Amh3	XP_006572292.1
HILC-3299	Am32ILC-00789	Am32	GB45867-PA
HILC-3299	AmelILC-00889	Amel	XP_006568645.1
HILC-3299	Amh3ILC-00804	Amh3	XP_006568645.1
HILC-3300	Am32ILC-17238	Am32	GB51650-PA
HILC-3300	AmelILC-09231	Amel	XP_624251.3
HILC-3300	Amh3ILC-09037	Amh3	XP_624251.3
HILC-3301	Am32ILC-03035	Am32	GB48406-PA
HILC-3301	AmelILC-10308	Amel	XP_016769807.1
HILC-3301	Amh3ILC-10279	Amh3	XP_016769807.1
HILC-3302	Am32ILC-10158	Am32	GB52344-PA
HILC-3302	AmelILC-02741	Amel	XP_016773548.1
HILC-3302	Amh3ILC-02449	Amh3	XP_016773548.1
HILC-3303	Am32ILC-12363	Am32	GB44191-PA
HILC-3303	AmelILC-04879	Amel	XP_006567313.1
HILC-3303	Amh3ILC-04749	Amh3	XP_026295819.1
HILC-3304	Am32ILC-00108	Am32	GB40781-PA
HILC-3304	AmelILC-00470	Amel	XP_001122793.2
HILC-3304	Amh3ILC-00566	Amh3	XP_001122793.3
HILC-3305	Am32ILC-01405	Am32	GB47500-PA
HILC-3305	AmelILC-01293	Amel	XP_393509.2
HILC-3305	Amh3ILC-01282	Amh3	XP_393509.2
HILC-3306	Am32ILC-10366	Am32	GB55549-PA
HILC-3306	AmelILC-03121	Amel	XP_006568837.1
HILC-3306	Amh3ILC-02993	Amh3	XP_006568837.1
HILC-3307	Am32ILC-16143	Am32	GB43266-PA
HILC-3307	AmelILC-07319	Amel	XP_006557698.1
HILC-3307	Amh3ILC-07174	Amh3	XP_006557703.1
HILC-3308	Am32ILC-13341	Am32	GB48674-PA
HILC-3308	AmelILC-05480	Amel	XP_016767704.1
HILC-3308	Amh3ILC-05512	Amh3	XP_026296665.1
HILC-3309	Am32ILC-12681	Am32	GB53139-PA
HILC-3309	AmelILC-04258	Amel	XP_016767285.1
HILC-3309	Amh3ILC-04244	Amh3	XP_393267.5
HILC-3310	Am32ILC-03799	Am32	GB48743-PA
HILC-3310	AmelILC-10859	Amel	XP_016769724.1
HILC-3310	Amh3ILC-10706	Amh3	XP_026298998.1
HILC-3311	Am32ILC-03721	Am32	GB48772-PA
HILC-3311	AmelILC-10925	Amel	XP_006569202.1
HILC-3311	Amh3ILC-10770	Amh3	XP_016769779.1
HILC-3312	Am32ILC-18078	Am32	GB41886-PA
HILC-3312	AmelILC-08769	Amel	XP_006564672.1
HILC-3312	Amh3ILC-08671	Amh3	XP_006564672.2
HILC-3313	Am32ILC-18162	Am32	GB41922-PA
HILC-3313	AmelILC-08707	Amel	XP_016768903.1
HILC-3313	Amh3ILC-08738	Amh3	XP_026298071.1
HILC-3314	Am32ILC-25437	Am32	GB49621-PA
HILC-3314	AmelILC-16276	Amel	XP_016772826.1
HILC-3314	Amh3ILC-07464	Amh3	XP_016772826.1
HILC-3315	Am32ILC-08420	Am32	GB50103-PA
HILC-3315	AmelILC-14826	Amel	XP_625230.3
HILC-3315	Amh3ILC-14744	Amh3	XP_625230.3
HILC-3316	Am32ILC-04865	Am32	GB45294-PA
HILC-3316	AmelILC-12069	Amel	XP_016770406.1
HILC-3316	Amh3ILC-11947	Amh3	XP_006566798.2
HILC-3317	Am32ILC-09131	Am32	GB54342-PA
HILC-3317	AmelILC-15340	Amel	XP_006557776.1
HILC-3317	Amh3ILC-15178	Amh3	XP_624946.1
HILC-3318	Am32ILC-10258	Am32	GB49751-PA
HILC-3318	AmelILC-02829	Amel	XP_623764.2
HILC-3318	Amh3ILC-02641	Amh3	XP_623764.2
HILC-3319	Am32ILC-02247	Am32	GB55017-PA
HILC-3319	AmelILC-01847	Amel	XP_006571673.1
HILC-3319	Amh3ILC-01694	Amh3	XP_006571673.2
HILC-3320	Am32ILC-18365	Am32	GB42812-PA
HILC-3320	AmelILC-09551	Amel	XP_001120178.2
HILC-3320	Amh3ILC-09454	Amh3	XP_001120178.3
HILC-3321	Am32ILC-08527	Am32	GB50175-PA
HILC-3321	AmelILC-14932	Amel	XP_016772230.1
HILC-3321	Amh3ILC-14842	Amh3	XP_016772230.1
HILC-3322	Am32ILC-01837	Am32	GB48936-PA
HILC-3322	AmelILC-01640	Amel	XP_397017.3
HILC-3322	Amh3ILC-01516	Amh3	XP_397017.3
HILC-3323	Am32ILC-09316	Am32	GB51334-PA
HILC-3323	AmelILC-15465	Amel	XP_624161.1
HILC-3323	Amh3ILC-15342	Amh3	XP_624161.1
HILC-3324	Am32ILC-11299	Am32	GB46122-PA
HILC-3324	AmelILC-04085	Amel	XP_003251445.1
HILC-3324	Amh3ILC-04039	Amh3	XP_003251445.2
HILC-3325	Am32ILC-14785	Am32	GB46017-PA
HILC-3325	AmelILC-06481	Amel	XP_006562505.1
HILC-3325	Amh3ILC-06732	Amh3	XP_006562506.1
HILC-3326	Am32ILC-02099	Am32	GB49262-PA
HILC-3326	AmelILC-01829	Amel	XP_006571499.1
HILC-3326	Amh3ILC-01667	Amh3	XP_006571499.1
HILC-3327	Am32ILC-16766	Am32	GB42555-PA
HILC-3327	AmelILC-07491	Amel	XP_003249568.1
HILC-3327	Amh3ILC-07294	Amh3	XP_003249568.2
HILC-3328	Am32ILC-00527	Am32	GB41073-PA
HILC-3328	AmelILC-00787	Amel	XP_006568175.1
HILC-3328	Amh3ILC-00714	Amh3	XP_006568173.2
HILC-3329	Am32ILC-12960	Am32	GB43800-PA
HILC-3329	AmelILC-04526	Amel	XP_006562396.1
HILC-3329	Amh3ILC-04483	Amh3	XP_006562396.1
HILC-3330	Am32ILC-17573	Am32	GB40382-PA
HILC-3330	AmelILC-08371	Amel	XP_016768876.1
HILC-3330	Amh3ILC-08231	Amh3	XP_016768876.1
HILC-3331	Am32ILC-21367	Am32	GB45582-PA
HILC-3331	AmelILC-17079	Amel	XP_624322.1
HILC-3331	Amh3ILC-09148	Amh3	XP_624322.1
HILC-3332	Am32ILC-25981	Am32	GB55976-PA
HILC-3332	AmelILC-16436	Amel	XP_006572131.1
HILC-3332	Amh3ILC-09948	Amh3	XP_001122979.3
HILC-3333	Am32ILC-14549	Am32	GB54474-PA
HILC-3333	AmelILC-06268	Amel	XP_016768186.1
HILC-3333	Amh3ILC-06274	Amh3	XP_006560086.1
HILC-3334	Am32ILC-05545	Am32	GB40691-PA
HILC-3334	AmelILC-12544	Amel	XP_016771115.1
HILC-3334	Amh3ILC-12412	Amh3	XP_026300184.1
HILC-3335	Am32ILC-03200	Am32	GB54244-PA
HILC-3335	AmelILC-10438	Amel	XP_393055.4
HILC-3335	Amh3ILC-10349	Amh3	XP_393055.5
HILC-3336	Am32ILC-12166	Am32	GB44103-PA
HILC-3336	AmelILC-04714	Amel	XP_006567174.1
HILC-3336	Amh3ILC-04912	Amh3	XP_006567174.2
HILC-3337	Am32ILC-12215	Am32	GB44124-PA
HILC-3337	AmelILC-04755	Amel	XP_006567212.1
HILC-3337	Amh3ILC-04873	Amh3	XP_625031.3
HILC-3338	Am32ILC-04377	Am32	GB45075-PA
HILC-3338	AmelILC-11588	Amel	XP_006566372.1
HILC-3338	Amh3ILC-11486	Amh3	XP_006566372.1
HILC-3339	Am32ILC-08220	Am32	GB50560-PA
HILC-3339	AmelILC-14661	Amel	XP_006561052.1
HILC-3339	Amh3ILC-14604	Amh3	XP_006561053.1
HILC-3340	Am32ILC-04905	Am32	GB43153-PA
HILC-3340	AmelILC-12216	Amel	XP_006570351.1
HILC-3340	Amh3ILC-11978	Amh3	XP_026299810.1
HILC-3341	Am32ILC-01203	Am32	GB55281-PA
HILC-3341	AmelILC-01228	Amel	XP_006570674.1
HILC-3341	Amh3ILC-01152	Amh3	XP_003251592.1
HILC-3342	Am32ILC-23903	Am32	GB51444-PA
HILC-3342	AmelILC-16155	Amel	XP_006571999.1
HILC-3342	Amh3ILC-12847	Amh3	XP_026300501.1
HILC-3343	Am32ILC-02234	Am32	GB55012-PA
HILC-3343	AmelILC-01861	Amel	XP_393377.4
HILC-3343	Amh3ILC-01709	Amh3	XP_393377.4
HILC-3344	Am32ILC-01817	Am32	GB45490-PA
HILC-3344	AmelILC-01620	Amel	XP_006571297.1
HILC-3344	Amh3ILC-01501	Amh3	XP_006571297.1
HILC-3345	Am32ILC-06096	Am32	GB40233-PA
HILC-3345	AmelILC-12283	Amel	XP_016770964.1
HILC-3345	Amh3ILC-12165	Amh3	XP_026300148.1
HILC-3346	Am32ILC-03304	Am32	GB52614-PA
HILC-3346	AmelILC-10516	Amel	XP_392644.3
HILC-3346	Amh3ILC-10404	Amh3	XP_392644.3
HILC-3347	Am32ILC-18642	Am32	GB42903-PA
HILC-3347	AmelILC-09784	Amel	XP_006561939.1
HILC-3347	Amh3ILC-09699	Amh3	XP_006561939.1
HILC-3348	Am32ILC-12344	Am32	GB44181-PA
HILC-3348	AmelILC-04858	Amel	XP_006567307.1
HILC-3348	Amh3ILC-04769	Amh3	XP_003250992.1
HILC-3349	Am32ILC-10629	Am32	GB55371-PA
HILC-3349	AmelILC-02898	Amel	XP_006569056.1
HILC-3349	Amh3ILC-02776	Amh3	XP_006569056.2
HILC-3350	Am32ILC-17815	Am32	GB43876-PA
HILC-3350	AmelILC-08676	Amel	XP_006563831.1
HILC-3350	Amh3ILC-08526	Amh3	XP_026298090.1
HILC-3351	Am32ILC-10630	Am32	GB55370-PA
HILC-3351	AmelILC-02897	Amel	XP_392759.3
HILC-3351	Amh3ILC-02775	Amh3	XP_392759.3
HILC-3352	Am32ILC-08441	Am32	GB50097-PA
HILC-3352	AmelILC-14852	Amel	XP_006563481.1
HILC-3352	Amh3ILC-14765	Amh3	XP_006563481.1
HILC-3353	Am32ILC-14032	Am32	GB45688-PA
HILC-3353	AmelILC-06138	Amel	XP_006570250.1
HILC-3353	Amh3ILC-06011	Amh3	XP_026296784.1
HILC-3354	Am32ILC-10356	Am32	GB55544-PA
HILC-3354	AmelILC-03131	Amel	XP_623933.1
HILC-3354	Amh3ILC-03002	Amh3	XP_623933.1
HILC-3355	Am32ILC-01390	Am32	GB47495-PA
HILC-3355	AmelILC-01306	Amel	XP_001120484.2
HILC-3355	Amh3ILC-01270	Amh3	XP_001120484.2
HILC-3356	Am32ILC-02145	Am32	GB54950-PA
HILC-3356	AmelILC-01936	Amel	XP_006571541.1
HILC-3356	Amh3ILC-01781	Amh3	XP_006571541.1
HILC-3357	Am32ILC-08788	Am32	GB49949-PA
HILC-3357	AmelILC-15162	Amel	XP_624581.2
HILC-3357	Amh3ILC-15060	Amh3	XP_624581.2
HILC-3358	Am32ILC-05065	Am32	GB43081-PA
HILC-3358	AmelILC-12093	Amel	XP_003251546.1
HILC-3358	Amh3ILC-12103	Amh3	XP_003251546.2
HILC-3359	Am32ILC-01870	Am32	GB48955-PA
HILC-3359	AmelILC-01666	Amel	XP_395869.3
HILC-3359	Amh3ILC-01545	Amh3	XP_026302081.1
HILC-3360	Am32ILC-17523	Am32	GB40397-PA
HILC-3360	AmelILC-08337	Amel	XP_006559584.1
HILC-3360	Amh3ILC-08198	Amh3	XP_006559584.2
HILC-3361	Am32ILC-02660	Am32	GB40941-PA
HILC-3361	AmelILC-00425	Amel	XP_393529.3
HILC-3361	Amh3ILC-00401	Amh3	XP_006562838.1
HILC-3362	Am32ILC-08763	Am32	GB49957-PA
HILC-3362	AmelILC-15142	Amel	XP_016772191.1
HILC-3362	Amh3ILC-15042	Amh3	XP_006563732.1
HILC-3363	Am32ILC-16600	Am32	GB49700-PA
HILC-3363	AmelILC-07386	Amel	XP_001122483.1
HILC-3363	Amh3ILC-07195	Amh3	XP_001122483.1
HILC-3364	Am32ILC-12769	Am32	GB49562-PA
HILC-3364	AmelILC-04435	Amel	XP_016767150.1
HILC-3364	Amh3ILC-04320	Amh3	XP_016767150.1
HILC-3365	Am32ILC-09188	Am32	GB54316-PA
HILC-3365	AmelILC-15283	Amel	XP_016772623.1
HILC-3365	Amh3ILC-15234	Amh3	XP_001122652.2
HILC-3366	Am32ILC-17222	Am32	GB51654-PA
HILC-3366	AmelILC-09219	Amel	XP_006569851.1
HILC-3366	Amh3ILC-09021	Amh3	XP_006569851.1
HILC-3367	Am32ILC-04310	Am32	GB47210-PA
HILC-3367	AmelILC-11522	Amel	XP_016770776.1
HILC-3367	Amh3ILC-11428	Amh3	XP_026299848.1
HILC-3368	Am32ILC-14392	Am32	GB46768-PA
HILC-3368	AmelILC-05306	Amel	XP_392360.3
HILC-3368	Amh3ILC-05329	Amh3	XP_006562200.1
HILC-3369	Am32ILC-08817	Am32	GB49939-PA
HILC-3369	AmelILC-15194	Amel	XP_396280.4
HILC-3369	Amh3ILC-15089	Amh3	XP_396280.4
HILC-3370	Am32ILC-13021	Am32	GB50458-PA
HILC-3370	AmelILC-04569	Amel	XP_006562709.1
HILC-3370	Amh3ILC-04593	Amh3	XP_006562709.1
HILC-3371	Am32ILC-06994	Am32	GB49027-PA
HILC-3371	AmelILC-13545	Amel	XP_003249139.1
HILC-3371	Amh3ILC-13487	Amh3	XP_003249139.1
HILC-3372	Am32ILC-13803	Am32	GB47814-PA
HILC-3372	AmelILC-05868	Amel	XP_006569570.1
HILC-3372	Amh3ILC-05883	Amh3	XP_006569570.1
HILC-3373	Am32ILC-01732	Am32	GB42206-PA
HILC-3373	AmelILC-01548	Amel	XP_003251699.1
HILC-3373	Amh3ILC-01436	Amh3	XP_003251699.2
HILC-3374	Am32ILC-18177	Am32	GB45540-PA
HILC-3374	AmelILC-09251	Amel	XP_016769622.1
HILC-3374	Amh3ILC-09124	Amh3	XP_016769622.1
HILC-3375	Am32ILC-08098	Am32	GB49481-PA
HILC-3375	AmelILC-14571	Amel	XP_006560709.1
HILC-3375	Amh3ILC-14511	Amh3	XP_006560709.1
HILC-3376	Am32ILC-07794	Am32	GB42263-PA
HILC-3376	AmelILC-13667	Amel	XP_006560063.1
HILC-3376	Amh3ILC-13592	Amh3	XP_006560063.1
HILC-3377	Am32ILC-05051	Am32	GB43088-PA
HILC-3377	AmelILC-12103	Amel	XP_391880.2
HILC-3377	Amh3ILC-12092	Amh3	XP_391880.2
HILC-3378	Am32ILC-15464	Am32	GB42369-PA
HILC-3378	AmelILC-06994	Amel	XP_006570731.1
HILC-3378	Amh3ILC-06907	Amh3	XP_006570731.1
HILC-3379	Am32ILC-09056	Am32	GB40304-PA
HILC-3379	AmelILC-15214	Amel	XP_006557342.1
HILC-3379	Amh3ILC-15140	Amh3	XP_026301545.1
HILC-3380	Am32ILC-00098	Am32	GB40784-PA
HILC-3380	AmelILC-00458	Amel	XP_016773427.1
HILC-3380	Amh3ILC-00578	Amh3	XP_026300068.1
HILC-3381	Am32ILC-25585	Am32	GB47539-PA
HILC-3381	AmelILC-16312	Amel	XP_006572082.1
