hiLocus	iLocus	Species	Protein
HILC-915	HsalILC-18007	Hsal	XP_011146301.1
HILC-915	PcanILC-02488	Pcan	XP_014616489.1
HILC-915	PdtlILC-12972	Pdtl	PdomMRNAr1.2-06168.1
HILC-915	NvitILC-18788	Nvit	XP_001603367.1
HILC-916	Amh3ILC-14488	Amh3	XP_016772183.1
HILC-916	BterILC-11719	Bter	XP_003401281.2
HILC-916	CfloILC-19234	Cflo	XP_019884143.1
HILC-916	HsalILC-13121	Hsal	XP_011142146.1
HILC-916	PcanILC-11309	Pcan	XP_014610703.1
HILC-916	PdtlILC-17483	Pdtl	PdomMRNAr1.2-08419.1
HILC-916	NvitILC-02603	Nvit	XP_001606449.1
HILC-917	Amh3ILC-11922	Amh3	XP_016770294.1
HILC-917	BterILC-08203	Bter	XP_012169313.1
HILC-917	CfloILC-23255	Cflo	XP_011264946.1
HILC-917	HsalILC-25534	Hsal	XP_011152520.1
HILC-917	PcanILC-01860	Pcan	XP_014615682.1
HILC-917	PdtlILC-10176	Pdtl	PdomMRNAr1.2-07814.1
HILC-917	NvitILC-18830	Nvit	XP_008210112.1
HILC-918	Amh3ILC-15034	Amh3	NP_001166189.1
HILC-918	BterILC-10958	Bter	XP_003401202.1
HILC-918	CfloILC-11643	Cflo	XP_011255846.1
HILC-918	HsalILC-14850	Hsal	XP_011143735.1
HILC-918	PcanILC-06152	Pcan	XP_014603005.1
HILC-918	PdtlILC-10916	Pdtl	PdomMRNAr1.2-09350.1
HILC-918	NvitILC-03282	Nvit	XP_016844176.1
HILC-919	Amh3ILC-10140	Amh3	XP_395981.2
HILC-919	BterILC-07242	Bter	XP_012168131.1
HILC-919	CfloILC-25286	Cflo	XP_011266529.1
HILC-919	HsalILC-09626	Hsal	XP_011139061.1
HILC-919	PcanILC-08913	Pcan	XP_014607236.1
HILC-919	PdtlILC-06163	Pdtl	PdomMRNAr1.2-03341.1
HILC-919	NvitILC-17639	Nvit	XP_001602967.1
HILC-920	Amh3ILC-07832	Amh3	XP_026297422.1
HILC-920	BterILC-05504	Bter	XP_003396967.1
HILC-920	CfloILC-07168	Cflo	XP_011252093.1
HILC-920	HsalILC-14471	Hsal	XP_011143467.1
HILC-920	PcanILC-02267	Pcan	XP_014616355.1
HILC-920	PdtlILC-01104	Pdtl	PdomMRNAr1.2-08736.1
HILC-920	NvitILC-13426	Nvit	XP_008202250.1
HILC-921	Amh3ILC-02939	Amh3	XP_623170.1
HILC-921	BterILC-13751	Bter	XP_003402677.1
HILC-921	CfloILC-06492	Cflo	XP_011251622.1
HILC-921	HsalILC-22488	Hsal	XP_011150348.1
HILC-921	PcanILC-01685	Pcan	XP_014615484.1
HILC-921	PdtlILC-09422	Pdtl	PdomMRNAr1.2-03991.1
HILC-921	NvitILC-07066	Nvit	NP_001136342.1
HILC-922	Amh3ILC-09652	Amh3	NP_001229927.1
HILC-922	BterILC-06629	Bter	XP_012167391.1
HILC-922	CfloILC-21632	Cflo	XP_011263632.1
HILC-922	HsalILC-07235	Hsal	XP_011136818.1
HILC-922	PcanILC-06391	Pcan	XP_014603356.1
HILC-922	PdtlILC-09692	Pdtl	PdomMRNAr1.2-02721.1
HILC-922	NvitILC-01739	Nvit	XP_001599076.1
HILC-923	Amh3ILC-01635	Amh3	XP_001120032.3
HILC-923	BterILC-00849	Bter	XP_003393516.1
HILC-923	CfloILC-22330	Cflo	XP_011264164.1
HILC-923	HsalILC-25867	Hsal	XP_011152841.1
HILC-923	PcanILC-09503	Pcan	XP_014608200.1
HILC-923	PdtlILC-02002	Pdtl	PdomMRNAr1.2-10514.1
HILC-923	NvitILC-04995	Nvit	XP_001603888.1
HILC-924	Amh3ILC-07249	Amh3	XP_001122959.1
HILC-924	BterILC-05802	Bter	XP_003397184.1
HILC-924	CfloILC-12091	Cflo	XP_011256205.1
HILC-924	HsalILC-12957	Hsal	XP_011141910.1
HILC-924	PcanILC-08869	Pcan	XP_014607168.1
HILC-924	PdtlILC-02185	Pdtl	PdomMRNAr1.2-10543.1
HILC-924	NvitILC-00802	Nvit	XP_008213067.1
HILC-925	Amh3ILC-15506	Amh3	XP_016772636.1
HILC-925	BterILC-12697	Bter	XP_012173787.1
HILC-925	CfloILC-10144	Cflo	XP_011254564.1
HILC-925	HsalILC-05415	Hsal	XP_019695938.1
HILC-925	PcanILC-09374	Pcan	XP_014608032.1
HILC-925	PdtlILC-13190	Pdtl	PdomMRNAr1.2-01912.1
HILC-925	NvitILC-00429	Nvit	XP_003425563.1
HILC-926	Amh3ILC-12331	Amh3	XP_001120842.5
HILC-926	BterILC-08992	Bter	XP_003399540.1
HILC-926	CfloILC-22982	Cflo	XP_011264669.1
HILC-926	HsalILC-08667	Hsal	XP_011138085.1
HILC-926	PcanILC-07614	Pcan	XP_014605258.1
HILC-926	PdtlILC-01763	Pdtl	PdomMRNAr1.2-06949.1
HILC-926	NvitILC-08265	Nvit	XP_016838923.1
HILC-927	Amh3ILC-14772	Amh3	XP_026301454.1
HILC-927	BterILC-11186	Bter	XP_020722687.1
HILC-927	CfloILC-08854	Cflo	XP_011253643.1
HILC-927	HsalILC-14961	Hsal	XP_011143889.1
HILC-927	PcanILC-09460	Pcan	XP_014608136.1
HILC-927	PdtlILC-08282	Pdtl	PdomMRNAr1.2-11357.1
HILC-927	NvitILC-13282	Nvit	NP_001177860.1
HILC-928	Amh3ILC-01670	Amh3	XP_623299.3
HILC-928	BterILC-00687	Bter	XP_003393428.1
HILC-928	CfloILC-01418	Cflo	XP_011256871.1
HILC-928	HsalILC-09318	Hsal	XP_011138734.1
HILC-928	PcanILC-09605	Pcan	XP_014608334.1
HILC-928	PdtlILC-00266	Pdtl	PdomMRNAr1.2-06484.1
HILC-928	NvitILC-01460	Nvit	XP_003427068.2
HILC-929	Amh3ILC-05181	Amh3	XP_006559847.1
HILC-929	BterILC-03990	Bter	XP_012164520.1
HILC-929	CfloILC-21494	Cflo	XP_011263524.1
HILC-929	HsalILC-13740	Hsal	XP_011142669.1
HILC-929	PcanILC-05560	Pcan	XP_014602190.1
HILC-929	PdtlILC-03013	Pdtl	PdomMRNAr1.2-06489.1
HILC-929	NvitILC-17302	Nvit	XP_016843443.1
HILC-930	Amh3ILC-05680	Amh3	XP_001120111.2
HILC-930	BterILC-03528	Bter	XP_003395724.1
HILC-930	CfloILC-15359	Cflo	XP_019883616.1
HILC-930	HsalILC-06817	Hsal	XP_011136524.1
HILC-930	PcanILC-01826	Pcan	XP_014615598.1
HILC-930	PdtlILC-17013	Pdtl	PdomMRNAr1.2-04515.1
HILC-930	NvitILC-24433	Nvit	XP_008214820.1
HILC-931	Amh3ILC-06720	Amh3	XP_026297057.1
HILC-931	BterILC-04241	Bter	XP_012164782.1
HILC-931	CfloILC-13148	Cflo	XP_011257225.1
HILC-931	HsalILC-00330	Hsal	XP_019700524.1
HILC-931	PcanILC-13383	Pcan	XP_014613428.1
HILC-931	PdtlILC-10812	Pdtl	PdomMRNAr1.2-06958.1
HILC-931	NvitILC-07764	Nvit	XP_008216589.1
HILC-932	Amh3ILC-11255	Amh3	XP_026299501.1
HILC-932	BterILC-08036	Bter	XP_012168882.1
HILC-932	CfloILC-17224	Cflo	XP_011260505.1
HILC-932	HsalILC-04926	Hsal	XP_011135076.1
HILC-932	PcanILC-02608	Pcan	XP_014616728.1
HILC-932	PdtlILC-12750	Pdtl	PdomMRNAr1.2-09012.1
HILC-932	NvitILC-02733	Nvit	XP_001607235.2
HILC-933	Amh3ILC-11607	Amh3	XP_391917.2
HILC-933	BterILC-08624	Bter	XP_003399358.1
HILC-933	CfloILC-05693	Cflo	XP_011251028.1
HILC-933	HsalILC-10172	Hsal	XP_011139465.1
HILC-933	PcanILC-11191	Pcan	XP_014610532.1
HILC-933	PdtlILC-09816	Pdtl	PdomMRNAr1.2-10022.1
HILC-933	NvitILC-02442	Nvit	NP_001153324.1
HILC-934	Amh3ILC-03496	Amh3	XP_006560538.1
HILC-934	BterILC-02259	Bter	XP_003394539.1
HILC-934	CfloILC-01778	Cflo	XP_011260329.1
HILC-934	HsalILC-12339	Hsal	XP_011141501.1
HILC-934	PcanILC-02793	Pcan	XP_014597800.1
HILC-934	PdtlILC-12685	Pdtl	PdomMRNAr1.2-00229.1
HILC-934	NvitILC-08998	Nvit	XP_001605174.1
HILC-935	Amh3ILC-03219	Amh3	XP_006557318.1
HILC-935	BterILC-14246	Bter	XP_020723622.1
HILC-935	CfloILC-15574	Cflo	XP_011259140.1
HILC-935	HsalILC-00058	Hsal	XP_011146775.1
HILC-935	PcanILC-10178	Pcan	XP_014609195.1
HILC-935	PdtlILC-05925	Pdtl	PdomMRNAr1.2-02170.1
HILC-935	NvitILC-04186	Nvit	XP_016837522.1
HILC-936	Amh3ILC-12023	Amh3	XP_006570414.1
HILC-936	BterILC-08589	Bter	XP_012169765.1
HILC-936	CfloILC-23272	Cflo	XP_019884740.1
HILC-936	HsalILC-05978	Hsal	XP_019696007.1
HILC-936	PcanILC-09301	Pcan	XP_014607819.1
HILC-936	PdtlILC-13106	Pdtl	PdomMRNAr1.2-10388.1
HILC-936	NvitILC-09486	Nvit	XP_003426426.1
HILC-937	Amh3ILC-03610	Amh3	XP_016766762.1
HILC-937	BterILC-01841	Bter	XP_003394391.1
HILC-937	CfloILC-09855	Cflo	XP_011254357.1
HILC-937	HsalILC-16833	Hsal	XP_011145368.1
HILC-937	PcanILC-03635	Pcan	XP_014599047.1
HILC-937	PdtlILC-04185	Pdtl	PdomMRNAr1.2-07650.1
HILC-937	NvitILC-03943	Nvit	XP_001600654.2
HILC-938	Amh3ILC-10469	Amh3	XP_395253.2
HILC-938	BterILC-07141	Bter	XP_003398491.1
HILC-938	CfloILC-14576	Cflo	XP_011258345.1
HILC-938	HsalILC-05030	Hsal	XP_011135161.1
HILC-938	PcanILC-01720	Pcan	XP_014615504.1
HILC-938	PdtlILC-09465	Pdtl	PdomMRNAr1.2-09601.1
HILC-938	NvitILC-24569	Nvit	XP_008214909.1
HILC-939	Amh3ILC-00611	Amh3	XP_016766925.1
HILC-939	BterILC-07784	Bter	XP_012168749.1
HILC-939	CfloILC-21062	Cflo	XP_011263205.1
HILC-939	HsalILC-10652	Hsal	XP_011140035.1
HILC-939	PcanILC-11672	Pcan	XP_014611184.1
HILC-939	PdtlILC-14966	Pdtl	PdomMRNAr1.2-08997.1
HILC-939	NvitILC-16013	Nvit	XP_016843203.1
HILC-940	Amh3ILC-04359	Amh3	XP_392635.4
HILC-940	BterILC-02971	Bter	XP_003395065.1
HILC-940	CfloILC-23939	Cflo	XP_011265493.1
HILC-940	HsalILC-23920	Hsal	XP_011151487.1
HILC-940	PcanILC-04242	Pcan	XP_014600105.1
HILC-940	PdtlILC-08205	Pdtl	PdomMRNAr1.2-10788.1
HILC-940	NvitILC-08075	Nvit	XP_008205252.1
HILC-941	Amh3ILC-12981	Amh3	XP_006558595.1
HILC-941	BterILC-09858	Bter	XP_003400210.1
HILC-941	CfloILC-13035	Cflo	XP_011257083.1
HILC-941	HsalILC-22354	Hsal	XP_011150172.1
HILC-941	PcanILC-00680	Pcan	XP_014602431.1
HILC-941	PdtlILC-03547	Pdtl	PdomMRNAr1.2-06755.1
HILC-941	NvitILC-07799	Nvit	XP_003424377.1
HILC-942	Amh3ILC-07126	Amh3	XP_026297273.1
HILC-942	BterILC-06368	Bter	XP_020720302.1
HILC-942	CfloILC-00301	Cflo	XP_011267715.1
HILC-942	HsalILC-07027	Hsal	XP_011136680.1
HILC-942	PcanILC-01929	Pcan	XP_014615665.1
HILC-942	PdtlILC-10270	Pdtl	PdomMRNAr1.2-06959.1
HILC-942	NvitILC-23039	Nvit	XP_001603881.1
HILC-943	Amh3ILC-11005	Amh3	XP_396824.1
HILC-943	BterILC-05115	Bter	XP_003396516.2
HILC-943	CfloILC-24331	Cflo	XP_011265874.2
HILC-943	HsalILC-16135	Hsal	XP_011144822.1
HILC-943	PcanILC-05860	Pcan	XP_014602594.1
HILC-943	PdtlILC-05678	Pdtl	PdomMRNAr1.2-08373.1
HILC-943	NvitILC-06548	Nvit	XP_008210363.1
HILC-944	Amh3ILC-13769	Amh3	XP_006562371.1
HILC-944	BterILC-00668	Bter	XP_003393384.1
HILC-944	CfloILC-25829	Cflo	XP_011266951.1
HILC-944	HsalILC-02058	Hsal	XP_011146892.1
HILC-944	PcanILC-07156	Pcan	XP_014604636.1
HILC-944	PdtlILC-05620	Pdtl	PdomMRNAr1.2-11657.1
HILC-944	NvitILC-23050	Nvit	XP_008216865.1
HILC-945	Amh3ILC-01460	Amh3	XP_026300091.1
HILC-945	BterILC-00398	Bter	XP_003393164.1
HILC-945	CfloILC-03593	Cflo	XP_011268891.1
HILC-945	HsalILC-02348	Hsal	XP_011149508.1
HILC-945	PcanILC-14264	Pcan	XP_014614481.1
HILC-945	PdtlILC-09089	Pdtl	PdomMRNAr1.2-05735.1
HILC-945	NvitILC-13623	Nvit	XP_008202421.1
HILC-946	Amh3ILC-01647	Amh3	XP_016773405.1
HILC-946	BterILC-00235	Bter	XP_012176400.1
HILC-946	CfloILC-03665	Cflo	XP_011269000.1
HILC-946	HsalILC-11446	Hsal	XP_011140749.1
HILC-946	PcanILC-09508	Pcan	XP_014608201.1
HILC-946	PdtlILC-02015	Pdtl	PdomMRNAr1.2-11275.1
HILC-946	NvitILC-23366	Nvit	XP_003424514.1
HILC-947	Amh3ILC-13466	Amh3	XP_392722.1
HILC-947	BterILC-00648	Bter	XP_003393371.1
HILC-947	CfloILC-01362	Cflo	XP_011256318.1
HILC-947	HsalILC-20528	Hsal	XP_011148578.1
HILC-947	PcanILC-04995	Pcan	XP_014601299.1
HILC-947	PdtlILC-01319	Pdtl	PdomMRNAr1.2-03591.1
HILC-947	NvitILC-04058	Nvit	XP_001604886.1
HILC-948	Amh3ILC-04845	Amh3	XP_026296148.1
HILC-948	BterILC-03236	Bter	XP_003395255.1
HILC-948	CfloILC-09228	Cflo	XP_011253882.1
HILC-948	HsalILC-16023	Hsal	XP_011144712.1
HILC-948	PcanILC-03643	Pcan	XP_014598998.1
HILC-948	PdtlILC-04170	Pdtl	PdomMRNAr1.2-08702.1
HILC-948	NvitILC-07412	Nvit	XP_001602872.2
HILC-949	Amh3ILC-00723	Amh3	XP_393416.2
HILC-949	BterILC-07819	Bter	XP_003398714.1
HILC-949	CfloILC-02183	Cflo	XP_011263510.1
HILC-949	HsalILC-22430	Hsal	XP_019699994.1
HILC-949	PcanILC-01192	Pcan	XP_014610713.1
HILC-949	PdtlILC-07078	Pdtl	PdomMRNAr1.2-00260.1
HILC-949	NvitILC-05215	Nvit	XP_008217849.1
HILC-950	Amh3ILC-11322	Amh3	XP_006564089.1
HILC-950	BterILC-07965	Bter	XP_012168781.1
HILC-950	CfloILC-02420	Cflo	XP_011266156.1
HILC-950	HsalILC-02618	Hsal	XP_011151875.1
HILC-950	PcanILC-03658	Pcan	XP_014599247.1
HILC-950	PdtlILC-11561	Pdtl	PdomMRNAr1.2-11722.1
HILC-950	NvitILC-09100	Nvit	XP_016840717.1
HILC-951	Amh3ILC-10058	Amh3	XP_396716.1
HILC-951	BterILC-07344	Bter	XP_020720748.1
HILC-951	CfloILC-22080	Cflo	XP_011263906.1
HILC-951	HsalILC-09296	Hsal	XP_011138709.1
HILC-951	PcanILC-04723	Pcan	XP_014600849.1
HILC-951	PdtlILC-05809	Pdtl	PdomMRNAr1.2-01424.1
HILC-951	NvitILC-02633	Nvit	NP_001153472.1
HILC-952	Amh3ILC-06125	Amh3	XP_006571821.1
HILC-952	BterILC-14036	Bter	XP_003402738.1
HILC-952	CfloILC-11211	Cflo	XP_011255440.1
HILC-952	HsalILC-22142	Hsal	XP_019699914.1
HILC-952	PcanILC-12794	Pcan	XP_014612632.1
HILC-952	PdtlILC-17744	Pdtl	PdomMRNAr1.2-04252.1
HILC-952	NvitILC-18887	Nvit	XP_001606276.1
HILC-953	Amh3ILC-12262	Amh3	XP_395009.2
HILC-953	BterILC-09260	Bter	XP_003399785.1
HILC-953	CfloILC-10604	Cflo	XP_011254996.1
HILC-953	HsalILC-25199	Hsal	XP_011152312.1
HILC-953	PcanILC-01609	Pcan	XP_014615229.1
HILC-953	PdtlILC-00610	Pdtl	PdomMRNAr1.2-08613.1
HILC-953	NvitILC-11215	Nvit	XP_001603806.1
HILC-954	Amh3ILC-00706	Amh3	XP_623093.2
HILC-954	BterILC-05170	Bter	XP_003396745.1
HILC-954	CfloILC-02405	Cflo	XP_011265925.1
HILC-954	HsalILC-04310	Hsal	XP_011155019.1
HILC-954	PcanILC-10421	Pcan	XP_014609647.1
HILC-954	PdtlILC-04596	Pdtl	PdomMRNAr1.2-00906.1
HILC-954	NvitILC-03208	Nvit	XP_003424606.1
HILC-955	Amh3ILC-06824	Amh3	XP_396341.3
HILC-955	BterILC-14367	Bter	XP_003402987.1
HILC-955	CfloILC-08929	Cflo	XP_011253616.1
HILC-955	HsalILC-09844	Hsal	XP_011139184.1
HILC-955	PcanILC-06063	Pcan	XP_014602872.1
HILC-955	PdtlILC-16167	Pdtl	PdomMRNAr1.2-08742.1
HILC-955	NvitILC-07531	Nvit	XP_008207826.1
HILC-956	Amh3ILC-12909	Amh3	XP_006557879.1
HILC-956	BterILC-09910	Bter	XP_012170915.1
HILC-956	CfloILC-02385	Cflo	XP_011265690.1
HILC-956	HsalILC-07260	Hsal	XP_011136837.1
HILC-956	PcanILC-12240	Pcan	XP_014611906.1
HILC-956	PdtlILC-11089	Pdtl	PdomMRNAr1.2-03579.1
HILC-956	NvitILC-23228	Nvit	XP_008216732.1
HILC-957	Amh3ILC-06715	Amh3	XP_395938.2
HILC-957	BterILC-04244	Bter	XP_012164785.1
HILC-957	CfloILC-13189	Cflo	XP_019883300.1
HILC-957	HsalILC-00720	Hsal	XP_011136675.1
HILC-957	PcanILC-07490	Pcan	XP_014605188.1
HILC-957	PdtlILC-14177	Pdtl	PdomMRNAr1.2-11629.1
HILC-957	NvitILC-08669	Nvit	XP_008206456.1
HILC-958	Amh3ILC-10276	Amh3	XP_006562870.1
HILC-958	BterILC-07486	Bter	XP_012167878.1
HILC-958	CfloILC-07076	Cflo	XP_011252012.1
HILC-958	HsalILC-03691	Hsal	XP_011154459.1
HILC-958	PcanILC-11486	Pcan	XP_014610930.1
HILC-958	PdtlILC-16816	Pdtl	PdomMRNAr1.2-02628.1
HILC-958	NvitILC-04215	Nvit	XP_016838134.1
HILC-959	Amh3ILC-09439	Amh3	XP_003249906.1
HILC-959	BterILC-13295	Bter	XP_003402522.2
HILC-959	CfloILC-18204	Cflo	XP_011261115.1
HILC-959	HsalILC-12552	Hsal	XP_011141638.1
HILC-959	PcanILC-01600	Pcan	XP_014615324.1
HILC-959	PdtlILC-00292	Pdtl	PdomMRNAr1.2-09442.1
HILC-959	NvitILC-24480	Nvit	XP_003428199.1
HILC-960	Amh3ILC-05311	Amh3	XP_394543.3
HILC-960	BterILC-03788	Bter	XP_003395496.1
HILC-960	CfloILC-07850	Cflo	XP_019882450.1
HILC-960	HsalILC-13929	Hsal	XP_019697933.1
HILC-960	PcanILC-13311	Pcan	XP_014613337.1
HILC-960	PdtlILC-16777	Pdtl	PdomMRNAr1.2-05047.1
HILC-960	NvitILC-08793	Nvit	XP_001601114.2
HILC-961	Amh3ILC-10536	Amh3	XP_026299131.1
HILC-961	BterILC-07084	Bter	XP_003398540.1
HILC-961	CfloILC-05510	Cflo	XP_011250799.1
HILC-961	HsalILC-12556	Hsal	XP_011141645.1
HILC-961	PcanILC-00776	Pcan	XP_014605442.1
HILC-961	PdtlILC-12132	Pdtl	PdomMRNAr1.2-06594.1
HILC-961	NvitILC-15448	Nvit	XP_016843074.1
HILC-962	Amh3ILC-01697	Amh3	XP_006571666.1
HILC-962	BterILC-00623	Bter	XP_003393313.1
HILC-962	CfloILC-18473	Cflo	XP_011261282.1
HILC-962	HsalILC-09348	Hsal	XP_011138760.1
HILC-962	PcanILC-02117	Pcan	XP_014616033.1
HILC-962	PdtlILC-03790	Pdtl	PdomMRNAr1.2-06832.1
HILC-962	NvitILC-03561	Nvit	XP_016837283.1
HILC-963	Amh3ILC-00826	Amh3	XP_006568665.1
HILC-963	BterILC-04983	Bter	XP_003396598.1
HILC-963	CfloILC-09909	Cflo	XP_011254391.1
HILC-963	HsalILC-09895	Hsal	XP_019696923.1
HILC-963	PcanILC-04620	Pcan	XP_014600788.1
HILC-963	PdtlILC-03854	Pdtl	PdomMRNAr1.2-02916.1
HILC-963	NvitILC-04386	Nvit	XP_008212668.1
HILC-964	Amh3ILC-09958	Amh3	XP_006557859.1
HILC-964	BterILC-07453	Bter	XP_003398244.1
HILC-964	CfloILC-05245	Cflo	XP_011250673.1
HILC-964	HsalILC-11139	Hsal	XP_011140387.1
HILC-964	PcanILC-10712	Pcan	XP_014609950.1
HILC-964	PdtlILC-12212	Pdtl	PdomMRNAr1.2-12032.1
HILC-964	NvitILC-06017	Nvit	XP_001604209.1
HILC-965	Amh3ILC-01806	Amh3	XP_392973.4
HILC-965	BterILC-00060	Bter	XP_012166347.1
HILC-965	CfloILC-14646	Cflo	XP_011258408.1
HILC-965	HsalILC-25606	Hsal	XP_019700623.1
HILC-965	PcanILC-00951	Pcan	XP_014609435.1
HILC-965	PdtlILC-08351	Pdtl	PdomMRNAr1.2-09049.1
HILC-965	NvitILC-17328	Nvit	NP_001154939.1
HILC-966	Amh3ILC-03207	Amh3	XP_393391.1
HILC-966	BterILC-14253	Bter	XP_012174653.1
HILC-966	CfloILC-15583	Cflo	XP_011259164.2
HILC-966	HsalILC-00068	Hsal	XP_019695918.1
HILC-966	PcanILC-06128	Pcan	XP_014602915.1
HILC-966	PdtlILC-06534	Pdtl	PdomMRNAr1.2-04486.1
HILC-966	NvitILC-03977	Nvit	XP_016837467.1
HILC-967	Amh3ILC-00793	Amh3	XP_393599.2
HILC-967	BterILC-04613	Bter	XP_003396264.1
HILC-967	CfloILC-11753	Cflo	XP_011255930.1
HILC-967	HsalILC-16123	Hsal	XP_011144811.1
HILC-967	PcanILC-02124	Pcan	XP_014616088.1
HILC-967	PdtlILC-03780	Pdtl	PdomMRNAr1.2-01339.1
HILC-967	NvitILC-03199	Nvit	XP_008215945.1
HILC-968	Amh3ILC-05377	Amh3	XP_625126.3
HILC-968	BterILC-03891	Bter	XP_003395429.1
HILC-968	CfloILC-00444	Cflo	XP_011269321.1
HILC-968	HsalILC-22468	Hsal	XP_019700029.1
HILC-968	PcanILC-09625	Pcan	XP_014608372.1
HILC-968	PdtlILC-06880	Pdtl	PdomMRNAr1.2-12068.1
HILC-968	NvitILC-24473	Nvit	XP_016845471.1
HILC-969	Amh3ILC-11729	Amh3	XP_003250866.2
HILC-969	BterILC-08723	Bter	XP_003399460.2
HILC-969	CfloILC-18978	Cflo	XP_011261614.2
HILC-969	HsalILC-10734	Hsal	XP_011140125.2
HILC-969	PcanILC-10071	Pcan	XP_014609012.1
HILC-969	PdtlILC-02923	Pdtl	PdomMRNAr1.2-04622.1
HILC-969	NvitILC-19385	Nvit	XP_001603681.3
HILC-970	Amh3ILC-13916	Amh3	XP_393984.2
HILC-970	BterILC-10488	Bter	XP_012171593.1
HILC-970	CfloILC-18416	Cflo	XP_011261262.1
HILC-970	HsalILC-11874	Hsal	XP_011141032.1
HILC-970	PcanILC-04970	Pcan	XP_014601305.1
HILC-970	PdtlILC-01380	Pdtl	PdomMRNAr1.2-00851.1
HILC-970	NvitILC-00609	Nvit	XP_003425595.1
HILC-971	Amh3ILC-15518	Amh3	XP_395282.2
HILC-971	BterILC-12683	Bter	XP_012173780.1
HILC-971	CfloILC-03753	Cflo	XP_011269126.1
HILC-971	HsalILC-11343	Hsal	XP_011140619.1
HILC-971	PcanILC-04877	Pcan	XP_014601169.1
HILC-971	PdtlILC-11494	Pdtl	PdomMRNAr1.2-05774.1
HILC-971	NvitILC-04242	Nvit	XP_001606146.2
HILC-972	Amh3ILC-01113	Amh3	XP_392816.2
HILC-972	BterILC-00760	Bter	XP_012168645.1
HILC-972	CfloILC-03654	Cflo	XP_011268986.1
HILC-972	HsalILC-23414	Hsal	XP_011151014.1
HILC-972	PcanILC-05160	Pcan	XP_014601603.1
HILC-972	PdtlILC-11324	Pdtl	PdomMRNAr1.2-00761.1
HILC-972	NvitILC-12541	Nvit	XP_001600441.2
HILC-973	Amh3ILC-05929	Amh3	XP_003251449.1
HILC-973	BterILC-12530	Bter	XP_003402114.1
HILC-973	CfloILC-20167	Cflo	XP_011262588.1
HILC-973	HsalILC-12707	Hsal	XP_011141739.1
HILC-973	PcanILC-00086	Pcan	XP_014615987.1
HILC-973	PdtlILC-13981	Pdtl	PdomMRNAr1.2-11681.1
HILC-973	NvitILC-07464	Nvit	XP_001599924.1
HILC-974	Amh3ILC-13666	Amh3	XP_624821.1
HILC-974	BterILC-10679	Bter	XP_003400694.1
HILC-974	CfloILC-23836	Cflo	XP_011265440.1
HILC-974	HsalILC-12417	Hsal	XP_011141564.1
HILC-974	PcanILC-00332	Pcan	XP_014599038.1
HILC-974	PdtlILC-04264	Pdtl	PdomMRNAr1.2-08138.1
HILC-974	NvitILC-04120	Nvit	XP_008212420.1
HILC-975	Amh3ILC-08576	Amh3	XP_006564577.2
HILC-975	BterILC-11863	Bter	XP_012173008.1
HILC-975	CfloILC-05324	Cflo	XP_011250710.1
HILC-975	HsalILC-21322	Hsal	XP_011149283.1
HILC-975	PcanILC-09450	Pcan	XP_014608083.1
HILC-975	PdtlILC-10357	Pdtl	PdomMRNAr1.2-10373.1
HILC-975	NvitILC-02560	Nvit	XP_003423935.1
HILC-976	Amh3ILC-01263	Amh3	XP_026301492.1
HILC-976	BterILC-00005	Bter	XP_003392904.1
HILC-976	CfloILC-05614	Cflo	XP_011250914.1
HILC-976	HsalILC-00869	Hsal	XP_011138227.1
HILC-976	PcanILC-04491	Pcan	XP_014600542.1
HILC-976	PdtlILC-02493	Pdtl	PdomMRNAr1.2-04852.1
HILC-976	NvitILC-22406	Nvit	XP_001600859.1
HILC-977	Amh3ILC-00297	Amh3	XP_006561991.1
HILC-977	BterILC-06138	Bter	XP_003397456.1
HILC-977	CfloILC-24029	Cflo	XP_011265583.1
HILC-977	HsalILC-08330	Hsal	XP_011137743.1
HILC-977	PcanILC-01554	Pcan	XP_014615241.1
HILC-977	PdtlILC-15306	Pdtl	PdomMRNAr1.2-10043.1
HILC-977	NvitILC-13328	Nvit	XP_001603473.4
HILC-978	Amh3ILC-01062	Amh3	XP_396685.2
HILC-978	BterILC-05241	Bter	XP_003396791.1
HILC-978	CfloILC-10569	Cflo	XP_011254955.1
HILC-978	HsalILC-25854	Hsal	XP_011152837.1
HILC-978	PcanILC-12334	Pcan	XP_014612015.1
HILC-978	PdtlILC-16250	Pdtl	PdomMRNAr1.2-07457.1
HILC-978	NvitILC-00169	Nvit	XP_001604963.3
HILC-979	Amh3ILC-14957	Amh3	XP_026301349.1
HILC-979	BterILC-11003	Bter	XP_003401205.1
HILC-979	CfloILC-01203	Cflo	XP_011254913.1
HILC-979	HsalILC-00285	Hsal	XP_011149860.1
HILC-979	PcanILC-05905	Pcan	XP_014602720.1
HILC-979	PdtlILC-11180	Pdtl	PdomMRNAr1.2-11244.1
HILC-979	NvitILC-03191	Nvit	XP_003424602.1
HILC-980	Amh3ILC-01153	Amh3	XP_006570673.1
HILC-980	BterILC-00270	Bter	XP_003393035.1
HILC-980	CfloILC-03577	Cflo	XP_011268866.1
HILC-980	HsalILC-23537	Hsal	XP_019700229.1
HILC-980	PcanILC-01078	Pcan	XP_014611328.1
HILC-980	PdtlILC-09179	Pdtl	PdomMRNAr1.2-02331.1
HILC-980	NvitILC-10580	Nvit	XP_001607467.1
HILC-981	Amh3ILC-08549	Amh3	XP_026298012.1
